journal_name,category,if_2022,if_2023,if_2024
JOURNAL OF MATERIALS PROCESSING TECHNOLOGY,"ENGINEERING, INDUSTRIAL - SCIE(Q1)",6.16,6.3,7.5
Water Resources and Industry,WATER RESOURCES - SCIE(Q1),4.21,5.1,7.5
Fuel,"ENGINEERING, CHEMICAL - SCIE(Q1)",8.04,7.4,7.5
DRUG DISCOVERY TODAY,PHARMACOLOGY & PHARMACY - SCIE(Q1),8.37,7.4,7.5
Carbon Resources Conversion,,,,7.5
CURRENT OPINION IN PLANT BIOLOGY,PLANT SCIENCES - SCIE(Q1),9.4,9.5,7.5
CURRENT OPINION IN MICROBIOLOGY,MICROBIOLOGY - SCIE(Q1),7.58,5.4,7.5
CHEMICAL RECORD,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",6.94,6.6,7.5
REVIEW OF EDUCATIONAL RESEARCH,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),13.55,,7.4
International Journal of Management Education,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),4.56,,7.4
Journal of Destination Marketing & Management,MANAGEMENT - SSCI(Q1),7.16,,7.4
Information Processing in Agriculture,,,,7.4
Journal of Business Logistics,MANAGEMENT - SSCI(Q1),7.88,,7.4
EUROPACE,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),5.49,6.1,7.4
Food Science and Human Wellness,NUTRITION & DIETETICS - SCIE(Q1),8.02,7,7.4
SERVICE INDUSTRIES JOURNAL,MANAGEMENT - SSCI(Q1),9.41,,7.4
ARTERIOSCLEROSIS THROMBOSIS AND VASCULAR BIOLOGY,HEMATOLOGY - SCIE(Q1),10.51,8.7,7.4
Cellular and Molecular Gastroenterology and Hepatology,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),8.8,7.2,7.4
INTERNATIONAL JOURNAL OF OPERATIONS & PRODUCTION MANAGEMENT,MANAGEMENT - SSCI(Q1),9.36,,7.4
Ecological Indicators,ENVIRONMENTAL SCIENCES - SCIE(Q1),6.26,6.9,7.4
Circulation-Cardiovascular Interventions,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),7.51,5.6,7.4
CNS DRUGS,CLINICAL NEUROLOGY - SCIE(Q1),6.5,6,7.4
CLINICAL NUTRITION,NUTRITION & DIETETICS - SCIE(Q1),7.64,6.3,7.4
TUNNELLING AND UNDERGROUND SPACE TECHNOLOGY,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1),6.41,6.9,7.4
DIABETES RESEARCH AND CLINICAL PRACTICE,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),8.18,5.1,7.4
Journal of Building Engineering,CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1),7.14,6.4,7.4
POLYMER DEGRADATION AND STABILITY,POLYMER SCIENCE - SCIE(Q1),5.2,5.9,7.4
Energy Research & Social Science,ENVIRONMENTAL STUDIES - SSCI(Q1),8.51,,7.4
Patterns,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(Q1)",,,7.4
Obesity Reviews,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),10.87,8.9,7.4
Chemical Science,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",9.97,8.4,7.4
Journal of Translational Internal Medicine,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",3.77,4.9,7.4
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",6.57,5.5,7.4
REDOX REPORT,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),5.7,3.8,7.4
Science China-Materials,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",8.64,8.1,7.4
SPACE SCIENCE REVIEWS,ASTRONOMY & ASTROPHYSICS - SCIE(Q1),8.94,10.3,7.4
JOURNAL OF INTELLIGENT MANUFACTURING,"ENGINEERING, MANUFACTURING - SCIE(Q1)",7.14,8.3,7.4
Fuzzy Optimization and Decision Making,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1),5.27,4.7,7.4
Materials Today Electronics,,,,7.4
RIVISTA DEL NUOVO CIMENTO,"PHYSICS, MULTIDISCIPLINARY - SCIE(Q1)",3.61,4.5,7.4
PERSOONIA,MYCOLOGY - SCIE(Q1),11.66,9.1,7.3
COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1)",6.59,7.2,7.3
Bottom Line,INFORMATION SCIENCE & LIBRARY SCIENCE - ESCI(Q1),,,7.3
CLINICAL INFECTIOUS DISEASES,IMMUNOLOGY - SCIE(Q1),21.0,11.8,7.3
Ecological Informatics,ECOLOGY - SCIE(Q1),4.5,5.1,7.3
European Management Journal,MANAGEMENT - SSCI(Q1),6.11,,7.3
mAbs,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",6.44,5.3,7.3
International Soil and Water Conservation Research,WATER RESOURCES - SCIE(Q1),7.48,6.4,7.3
INTERNATIONAL JOURNAL OF PHYSICAL DISTRIBUTION & LOGISTICS MANAGEMENT,MANAGEMENT - SSCI(Q1),7.29,,7.3
ONCOGENE,ONCOLOGY - SCIE(Q1),8.76,8,7.3
IEEE-ASME TRANSACTIONS ON MECHATRONICS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",5.87,6.4,7.3
NEW TECHNOLOGY WORK AND EMPLOYMENT,ERGONOMICS - SSCI(Q1),4.18,,7.3
ENVIRONMENTAL POLLUTION,ENVIRONMENTAL SCIENCES - SCIE(Q1),9.99,8.9,7.3
CALIFORNIA MANAGEMENT REVIEW,BUSINESS - SSCI(Q1),11.68,,7.3
PEDOSPHERE,SOIL SCIENCE - SCIE(Q1),5.51,5.7,7.3
Stem Cell Research & Therapy,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q1)",8.08,7.5,7.3
CHINESE MEDICAL JOURNAL,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",6.13,6.1,7.3
Cell Reports Physical Science,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",7.83,8.9,7.3
ACS Sustainable Chemistry & Engineering,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",9.22,8.4,7.3
INTERNATIONAL JOURNAL OF PRODUCTION RESEARCH,"ENGINEERING, INDUSTRIAL - SCIE(Q1)",9.02,9.2,7.3
PROGRESS IN ORGANIC COATINGS,"MATERIALS SCIENCE, COATINGS & FILMS - SCIE(Q1)",6.21,6.6,7.3
CAAI Transactions on Intelligence Technology,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",7.99,5.1,7.3
ORGANIZATION & ENVIRONMENT,ENVIRONMENTAL STUDIES - SSCI(Q1),5.3,,7.3
Pulse,,,,7.3
AMERICAN PSYCHOLOGIST,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",16.36,,7.2
Current Forestry Reports,FORESTRY - SCIE(Q1),10.98,9.5,7.2
Financial Innovation,"BUSINESS, FINANCE - SSCI(Q1)",6.79,,7.2
Photonics Research,OPTICS - SCIE(Q1),7.25,7.6,7.2
JACC-Basic to Translational Science,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),9.53,9.7,7.2
JNCI-Journal of the National Cancer Institute,ONCOLOGY - SCIE(Q1),11.82,10.3,7.2
IEEE TRANSACTIONS ON INDUSTRIAL ELECTRONICS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",8.16,7.7,7.2
Earth System Dynamics,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",5.46,7.3,7.2
PLOS BIOLOGY,BIOLOGY - SCIE(Q1),9.59,9.8,7.2
IEEE TRANSACTIONS ON POWER SYSTEMS,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",7.33,6.6,7.2
Advanced Optical Materials,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",10.05,9,7.2
OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1),8.67,6.9,7.2
International Journal of Minerals Metallurgy and Materials,MINING & MINERAL PROCESSING - SCIE(Q1),3.85,4.8,7.2
Cell Chemical Biology,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),9.04,8.6,7.2
STRATEGIC MANAGEMENT JOURNAL,MANAGEMENT - SSCI(Q1),7.82,,7.2
IEEE Vehicular Technology Magazine,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",13.61,8.1,7.2
Sustainability Accounting Management and Policy Journal,ENVIRONMENTAL STUDIES - SSCI(Q1),3.96,,7.2
Journal of Future Foods,,,,7.2
Digital Business,,,,7.2
JOURNAL OF RARE EARTHS,"CHEMISTRY, APPLIED - SCIE(Q1)",4.63,4.9,7.2
Journal of Environmental Chemical Engineering,"ENGINEERING, ENVIRONMENTAL - SCIE(Q1)",7.97,7.7,7.2
PROGRESS IN SURFACE SCIENCE,"PHYSICS, CONDENSED MATTER - SCIE(Q1)",7.11,6.4,7.2
Journal of Consumer Sciences,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(Q1)",,,7.2
INTERNATIONAL JOURNAL OF NURSING STUDIES,NURSING - SSCI(Q1),6.61,8.1,7.1
ECONOMETRICA,ECONOMICS - SSCI(Q1),6.38,6.1,7.1
Clinical Journal of the American Society of Nephrology,UROLOGY & NEPHROLOGY - SCIE(Q1),10.61,9.8,7.1
INTERNATIONAL JOURNAL OF FORECASTING,ECONOMICS - SSCI(Q1),7.02,,7.1
Borsa Istanbul Review,"BUSINESS, FINANCE - SSCI(Q1)",4.29,,7.1
INTERNATIONAL ENDODONTIC JOURNAL,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)",5.17,5,7.1
JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",18.0,17.3,7.1
Campbell Systematic Reviews,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(Q1)",,,7.1
Blood Advances,HEMATOLOGY - SCIE(Q1),7.64,7.5,7.1
NEUROPSYCHOPHARMACOLOGY,PSYCHIATRY - SCIE(Q1),8.29,7.6,7.1
Deutsches Arzteblatt International,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",8.25,7.7,7.1
EUROPEAN JOURNAL OF CANCER,ONCOLOGY - SCIE(Q1),10.0,8.4,7.1
AGING CELL,CELL BIOLOGY - SCIE(Q1),11.01,7.8,7.1
IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",6.24,6.8,7.1
Organizational Psychology Review,"PSYCHOLOGY, APPLIED - SSCI(Q1)",5.6,,7.1
AGE AND AGEING,GERIATRICS & GERONTOLOGY - SCIE(Q1),12.78,6.7,7.1
COMPOSITE STRUCTURES,MECHANICS - SCIE(Q1),6.6,6.3,7.1
SURVEYS IN GEOPHYSICS,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1),7.97,4.6,7.1
Environmental Technology & Innovation,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),7.76,7.1,7.1
ENERGY AND BUILDINGS,"ENGINEERING, CIVIL - SCIE(Q1)",7.2,6.7,7.1
Journal of Genetics and Genomics,GENETICS & HEREDITY - SCIE(Q1),5.72,5.9,7.1
Waste Management,ENVIRONMENTAL SCIENCES - SCIE(Q1),8.82,8.1,7.1
International Journal of Geo-Engineering,"ENGINEERING, GEOLOGICAL - ESCI(Q1)",,,7.1
Chip,,,,7.1
IEEE ROBOTICS & AUTOMATION MAGAZINE,ROBOTICS - SCIE(Q1),5.23,5.7,7.1
Progress in Natural Science-Materials International,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",4.27,4.7,7.1
Acta Ecologica Sinica,,,,7.1
Chemical Engineering Journal Advances,,,,7.1
FERTILITY AND STERILITY,REPRODUCTIVE BIOLOGY - SCIE(Q1),7.49,6.7,7
Journal of Travel Research,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",8.93,,7
JOURNAL OF ADVERTISING,COMMUNICATION - SSCI(Q1),6.53,,7
Information Technology & Tourism,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",6.09,,7
JOURNAL OF ENVIRONMENTAL PSYCHOLOGY,ENVIRONMENTAL STUDIES - SSCI(Q1),7.65,,7
Circulation-Cardiovascular Imaging,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",8.59,7.5,7
IEEE Transactions on Cognitive Communications and Networking,TELECOMMUNICATIONS - SCIE(Q1),6.36,8.6,7
JOURNAL OF CHILD PSYCHOLOGY AND PSYCHIATRY,PSYCHOLOGY - SCIE(Q1),8.27,7.6,7
HABITAT INTERNATIONAL,DEVELOPMENT STUDIES - SSCI(Q1),5.21,,7
JOURNAL OF AUTOIMMUNITY,IMMUNOLOGY - SCIE(Q1),14.51,12.8,7
IEEE TRANSACTIONS ON AUTOMATIC CONTROL,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1)",6.55,6.8,7
Rock Mechanics Bulletin,,,,7
Landslides,"ENGINEERING, GEOLOGICAL - SCIE(Q1)",6.15,6.7,7
Econometrics Journal,STATISTICS & PROBABILITY - SCIE(Q1),3.07,1.9,7
Asian Economic Policy Review,ECONOMICS - SSCI(Q1),3.0,,7
Journal of Tissue Engineering,CELL & TISSUE ENGINEERING - SCIE(Q1),7.94,8.2,7
Current Research in Food Science,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),6.27,6.3,7
CURRENT OPINION IN STRUCTURAL BIOLOGY,CELL BIOLOGY - SCIE(Q1),7.79,6.8,7
BUSINESS HORIZONS,BUSINESS - SSCI(Q1),10.56,,7
MATERIALS SCIENCE AND ENGINEERING A-STRUCTURAL MATERIALS PROPERTIES MICROSTRUCTURE AND PROCESSING,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1),6.04,6.4,7
JOURNAL OF MANAGEMENT IN ENGINEERING,"ENGINEERING, CIVIL - SCIE(Q1)",6.42,7.4,7
CHEMISTRY OF MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",10.51,8.6,7
Sustainable Energy Technologies and Assessments,GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE(Q2),7.63,8,7
Journal of Analysis and Testing,"CHEMISTRY, ANALYTICAL - ESCI(Q1)",,,7
Cell Death Discovery,CELL BIOLOGY - SCIE(Q1),7.11,7,7
CURRENT OPINION IN BIOTECHNOLOGY,BIOCHEMICAL RESEARCH METHODS - SCIE(Q1),10.28,7.7,7
Composites Part C: Open Access,,,,7
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,"CHEMISTRY, PHYSICAL - SCIE(Q1)",8.21,8.9,7
Transactions of the Association for Computational Linguistics,LANGUAGE & LINGUISTICS - AHCI(Q1),,10.9,6.9
Transactions of the Association for Computational Linguistics,LINGUISTICS - SSCI(Q1),9.19,10.9,6.9
International Journal for Educational Integrity,EDUCATION & EDUCATIONAL RESEARCH - ESCI(Q1),,,6.9
ANAESTHESIA,ANESTHESIOLOGY - SCIE(Q1),12.89,10.7,6.9
INFORMATION PROCESSING & MANAGEMENT,INFORMATION SCIENCE & LIBRARY SCIENCE - SSCI(Q1),7.47,8.6,6.9
Finance Research Letters,"BUSINESS, FINANCE - SSCI(Q1)",9.85,,6.9
PLANT PHYSIOLOGY,PLANT SCIENCES - SCIE(Q1),8.01,7.4,6.9
Research in International Business and Finance,"BUSINESS, FINANCE - SSCI(Q1)",6.14,,6.9
Tourism Management Perspectives,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",7.61,,6.9
Journal of Hospitality and Tourism Technology,"HOSPITALITY, LEISURE, SPORT & TOURISM - SSCI(Q1)",5.58,,6.9
Tribology International,"ENGINEERING, MECHANICAL - SCIE(Q1)",5.62,6.2,6.9
Scientific Data,MULTIDISCIPLINARY SCIENCES - SCIE(Q1),8.5,9.8,6.9
Emerging Contaminants,,,,6.9
Weather and Climate Extremes,METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1),7.76,8,6.9
GIScience & Remote Sensing,"GEOGRAPHY, PHYSICAL - SCIE(Q1)",6.4,6.7,6.9
Neurotherapeutics,NEUROSCIENCES - SCIE(Q1),6.09,5.7,6.9
AMERICAN JOURNAL OF CLINICAL NUTRITION,NUTRITION & DIETETICS - SCIE(Q1),8.47,7.1,6.9
Urban Climate,ENVIRONMENTAL SCIENCES - SCIE(Q1),6.66,6.4,6.9
Plant Stress,PLANT SCIENCES - ESCI(Q1),,,6.9
APPLIED THERMAL ENGINEERING,"ENGINEERING, MECHANICAL - SCIE(Q1)",6.47,6.4,6.9
International Journal of Bank Marketing,BUSINESS - SSCI(Q1),5.08,,6.9
MICROBIOLOGICAL RESEARCH,MICROBIOLOGY - SCIE(Q1),5.07,6.7,6.9
Aging and Disease,GERIATRICS & GERONTOLOGY - SCIE(Q1),9.97,7.4,6.9
ARCHIVES OF TOXICOLOGY,TOXICOLOGY - SCIE(Q1),6.17,6.1,6.9
Applied Materials Today,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",8.66,8.3,6.9
APPLIED SURFACE SCIENCE,"PHYSICS, APPLIED - SCIE(Q1)",7.39,6.7,6.9
Cell Reports,CELL BIOLOGY - SCIE(Q1),10.0,8.8,6.9
Current Opinion in Psychology,"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI(Q1)",6.81,,6.9
BIODRUGS,ONCOLOGY - SCIE(Q1),7.74,6.8,6.9
ACS Polymers Au,,,,6.9
Food Frontiers,,,,6.9
SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",7.82,5.5,6.9
Intelligent Medicine,,,,6.9
Chemical Biology Letters,,,,6.9
Current Opinion in Electrochemistry,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",7.66,8.5,6.9
Internet and Higher Education,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),8.59,,6.8
RHINOLOGY,OTORHINOLARYNGOLOGY - SCIE(Q1),6.63,7.2,6.8
Autism in Adulthood,"PSYCHOLOGY, DEVELOPMENTAL - ESCI(Q1)",,,6.8
International Forum of Allergy & Rhinology,OTORHINOLARYNGOLOGY - SCIE(Q1),5.43,6.4,6.8
JOURNAL OF CLINICAL PERIODONTOLOGY,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)",7.48,6.7,6.8
REVIEW OF ECONOMICS AND STATISTICS,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1)",6.48,,6.8
JOURNAL OF UROLOGY,,,,6.8
EUROPEAN JOURNAL OF VASCULAR AND ENDOVASCULAR SURGERY,PERIPHERAL VASCULAR DISEASE - SCIE(Q1),6.43,5.7,6.8
Alexandria Engineering Journal,"ENGINEERING, MULTIDISCIPLINARY - SCIE(Q1)",6.63,6.8,6.8
EUROPEAN JOURNAL OF ANAESTHESIOLOGY,ANESTHESIOLOGY - SCIE(Q1),4.18,3.6,6.8
Photoacoustics,"ENGINEERING, BIOMEDICAL - SCIE(Q1)",9.66,7.9,6.8
POSTHARVEST BIOLOGY AND TECHNOLOGY,HORTICULTURE - SCIE(Q1),6.75,7,6.8
INFORMATION SCIENCES,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",8.23,8.1,6.8
JOURNAL OF MEDICINAL CHEMISTRY,"CHEMISTRY, MEDICINAL - SCIE(Q1)",8.04,7.3,6.8
JOURNAL OF ACCOUNTING & ECONOMICS,"BUSINESS, FINANCE - SSCI(Q1)",7.29,,6.8
IEEE Journal of Biomedical and Health Informatics,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1)",7.02,7.7,6.8
METABOLIC ENGINEERING,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),8.83,8.4,6.8
TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,ECONOMICS - SSCI(Q1),6.62,6.4,6.8
Electronic Markets,MANAGEMENT - SSCI(Q1),6.02,,6.8
Journal of Geovisualization and Spatial Analysis,ENVIRONMENTAL SCIENCES - ESCI(Q1),,,6.8
Alzheimers & Dementia-Translational Research & Clinical Interventions,CLINICAL NEUROLOGY - ESCI(Q1),,,6.8
Clinical and Translational Medicine,ONCOLOGY - SCIE(Q1),8.55,10.6,6.8
SOIL & TILLAGE RESEARCH,SOIL SCIENCE - SCIE(Q1),7.37,6.5,6.8
Current Opinion in Chemical Engineering,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q1),6.12,6.6,6.8
Innovative Food Science & Emerging Technologies,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),7.1,6.6,6.8
International Journal of Fatigue,"ENGINEERING, MECHANICAL - SCIE(Q1)",5.49,6,6.8
ACM Transactions on Quantum Computing,,,,6.8
BRITISH JOURNAL OF CANCER,ONCOLOGY - SCIE(Q1),9.08,8.8,6.8
Cleaner Logistics and Supply Chain,,,,6.8
DECISION SUPPORT SYSTEMS,"COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q1)",6.97,7.5,6.8
JOURNAL OF ORGANIZATIONAL BEHAVIOR,MANAGEMENT - SSCI(Q1),10.08,,6.8
Internet Research,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",6.35,5.9,6.8
General Psychiatry,PSYCHIATRY - ESCI(Q1),,,6.8
Journal of Intellectual Capital,MANAGEMENT - SSCI(Q1),6.37,,6.8
Journal of Manufacturing Processes,"ENGINEERING, MANUFACTURING - SCIE(Q1)",5.68,6.2,6.8
Journal of Remote Sensing,,,,6.8
Space-Science & Technology,,,,6.8
Journal of Traffic and Transportation Engineering-English Edition,"ENGINEERING, CIVIL - ESCI(Q1)",,,6.8
Journal of Science-Advanced Materials and Devices,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",7.38,8,6.8
NEW CARBON MATERIALS,"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE(Q1)",3.7,5.7,6.8
ACTA MATHEMATICA,MATHEMATICS - SCIE(Q1),3.75,3.7,6.7
JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,"PSYCHOLOGY, SOCIAL - SSCI(Q1)",8.46,,6.7
American Economic Review-Insights,ECONOMICS - SSCI(Q1),5.43,,6.7
JOURNAL OF BUSINESS ETHICS,ETHICS - SSCI(Q1),6.33,,6.7
URBAN FORESTRY & URBAN GREENING,ENVIRONMENTAL STUDIES - SSCI(Q1),5.77,6.4,6.7
ANALYTICAL CHEMISTRY,"CHEMISTRY, ANALYTICAL - SCIE(Q1)",8.01,7.4,6.7
ALIMENTARY PHARMACOLOGY & THERAPEUTICS,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),9.52,7.6,6.7
THYROID,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),6.51,6.6,6.7
MAYO CLINIC PROCEEDINGS,"MEDICINE, GENERAL & INTERNAL - SCIE(Q1)",11.1,8.9,6.7
IEEE Transactions on Green Communications and Networking,TELECOMMUNICATIONS - SCIE(Q1),3.53,4.8,6.7
Circulation-Cardiovascular Quality and Outcomes,CARDIAC & CARDIOVASCULAR SYSTEMS - SCIE(Q1),8.27,6.9,6.7
EUROPEAN NEUROPSYCHOPHARMACOLOGY,CLINICAL NEUROLOGY - SCIE(Q1),5.42,5.6,6.7
EUROPEAN PSYCHIATRY,PSYCHIATRY - SSCI(Q1),7.16,7.8,6.7
International Journal of Hydromechatronics,"ENGINEERING, MECHANICAL - ESCI(Q1)",,,6.7
ACS Photonics,"PHYSICS, CONDENSED MATTER - SCIE(Q1)",7.08,7,6.7
Agronomy for Sustainable Development,AGRONOMY - SCIE(Q1),7.83,7.3,6.7
Materials Today Chemistry,"CHEMISTRY, MULTIDISCIPLINARY - SCIE(Q1)",7.61,7.3,6.7
International Review of Sport and Exercise Psychology,"PSYCHOLOGY, APPLIED - SSCI(Q1)",7.42,,6.7
ALLERGOLOGY INTERNATIONAL,ALLERGY - SCIE(Q1),7.48,6.8,6.7
United European Gastroenterology Journal,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q1),6.87,6,6.7
Neural Regeneration Research,NEUROSCIENCES - SCIE(Q1),6.06,6.1,6.7
Journal of Water Process Engineering,"ENGINEERING, CHEMICAL - SCIE(Q1)",7.34,7,6.7
FRONTIERS IN NEUROENDOCRINOLOGY,NEUROSCIENCES - SCIE(Q1),8.33,7.4,6.7
Current Psychiatry Reports,PSYCHIATRY - SSCI(Q1),8.08,6.7,6.7
ACS ES&T Engineering,"ENGINEERING, ENVIRONMENTAL - ESCI(Q2)",,,6.7
Computer Assisted Language Learning,LANGUAGE & LINGUISTICS - AHCI(Q1),5.96,,6.6
CITIES,URBAN STUDIES - SSCI(Q1),6.08,,6.6
Journal of Tourism Futures,"HOSPITALITY, LEISURE, SPORT & TOURISM - ESCI(Q1)",,,6.6
Review of Environmental Economics and Policy,ENVIRONMENTAL STUDIES - SSCI(Q1),7.05,,6.6
EPILEPSIA,CLINICAL NEUROLOGY - SCIE(Q1),6.74,5.6,6.6
Japanese Dental Science Review,"DENTISTRY, ORAL SURGERY & MEDICINE - SCIE(Q1)",6.47,6.6,6.6
AGU Advances,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",6.74,8.4,6.6
Current Opinion in Environmental Science & Health,,,,6.6
European Heart Journal-Cardiovascular Imaging,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE(Q1)",9.13,6.2,6.6
PRECISION AGRICULTURE,"AGRICULTURE, MULTIDISCIPLINARY - SCIE(Q1)",5.77,6.2,6.6
ROCK MECHANICS AND ROCK ENGINEERING,"GEOSCIENCES, MULTIDISCIPLINARY - SCIE(Q1)",6.52,6.2,6.6
EMERGING INFECTIOUS DISEASES,INFECTIOUS DISEASES - SCIE(Q1),16.13,11.8,6.6
Molecular Metabolism,ENDOCRINOLOGY & METABOLISM - SCIE(Q1),8.57,8.1,6.6
Geoderma,SOIL SCIENCE - SCIE(Q1),7.42,6.1,6.6
THIN-WALLED STRUCTURES,MECHANICS - SCIE(Q1),5.88,6.4,6.6
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,"PSYCHOLOGY, CLINICAL - SSCI(Q1)",6.33,,6.6
Journal of Allergy and Clinical Immunology-In Practice,ALLERGY - SCIE(Q1),11.02,9.4,6.6
LWT-FOOD SCIENCE AND TECHNOLOGY,FOOD SCIENCE & TECHNOLOGY - SCIE(Q1),6.06,6,6.6
APPLIED SOFT COMPUTING,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE(Q1)",8.26,8.7,6.6
Ecosystem Services,ECOLOGY - SCIE(Q1),6.91,7.6,6.6
ACM Transactions on Computer-Human Interaction,"COMPUTER SCIENCE, CYBERNETICS - SCIE(Q1)",4.11,3.7,6.6
Case Studies in Construction Materials,"ENGINEERING, CIVIL - SCIE(Q1)",4.93,6.2,6.6
Journal of Materials Research and Technology-JMR&T,METALLURGY & METALLURGICAL ENGINEERING - SCIE(Q1),6.27,6.4,6.6
Science Signaling,BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q1),9.52,7.3,6.6
Antioxidants,"CHEMISTRY, MEDICINAL - SCIE(Q1)",7.68,7,6.6
